kd_gol_kary,kd_sts_kary,kd_lok_krj,kd_jabatan,kd_divisi,kd_divisi_bag,kd_divisi_sub_bag,PIN,tgl_msk,tgl_klr,Lokasi_Kerja_Asli
SF,04,03,08,23,21,00,216966,2023-05-31,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,21,10,00,216967,2023-05-31,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216968,2023-06-02,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216969,2023-06-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216970,2023-06-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216971,2023-06-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216972,2023-06-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216973,2023-06-02,,Surabaya Factory (SF)
LCI,02,01,05,06,00,00,100502,2023-06-19,2023-07-07,Surabaya Office (SO)
SF,04,03,08,19,08,00,216974,2023-06-05,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216975,2023-06-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216976,2023-06-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216977,2023-06-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216978,2023-06-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216979,2023-06-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216980,2023-06-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216981,2023-06-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216982,2023-06-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216983,2023-06-19,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216984,2023-06-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216985,2023-06-19,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,36,44,00,207186,2023-07-20,2024-01-07,Bali Factory (BF)
SF,04,03,08,19,08,00,216998,2023-08-10,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207187,2024-10-25,2026-05-29,Bali Factory (BF)
SF,04,04,08,32,36,00,207188,2024-03-18,2024-05-25,Bali Factory (BF)
SF,04,03,08,19,08,00,216986,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216987,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216988,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216989,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216990,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216991,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216992,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216993,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216994,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216995,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216996,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216997,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216999,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206391,2023-08-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206395,2023-08-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206393,2023-08-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206394,2023-08-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206392,2023-08-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206396,2023-08-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203355,2023-08-22,2023-12-15,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203356,2023-08-22,2024-07-26,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203357,2023-08-22,2023-12-15,Surabaya Factory (SF)
SF,04,03,08,24,24,00,206398,2023-08-22,2025-01-21,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206399,2023-08-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206400,2023-08-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206404,2023-08-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206397,2023-08-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206405,2023-09-18,2026-08-01,Surabaya Factory (SF)
LCI,02,01,05,06,00,00,100503,2023-09-11,2023-10-30,Surabaya Office (SO)
SF,04,03,08,12,16,00,206406,2023-09-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206407,2023-10-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206408,2023-10-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206409,2023-10-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206410,2023-11-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206411,2023-11-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206412,2023-11-09,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,30,00,00,207189,2024-03-18,,Bali Factory (BF)
LCI,03,04,05,27,00,00,100259,2023-10-27,2024-04-01,Bali Factory (BF)
SF,04,03,08,24,24,00,206413,2023-12-15,2026-08-01,Surabaya Factory (SF)
LCI,03,01,05,06,00,00,100260,2024-01-08,2024-11-22,Surabaya Office (SO)
LCI,03,03,05,13,00,00,100261,2024-01-10,2025-04-26,Surabaya Factory (SF)
LCI,03,03,05,12,00,00,100262,2024-01-22,2024-07-22,Surabaya Factory (SF)
LCI,01,01,05,03,00,00,100264,2024-01-22,,Surabaya Office (SO)
LCI,01,04,05,28,00,00,100263,2024-01-19,,Bali Factory (BF)
SF,04,03,08,19,08,00,206414,2024-01-27,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,15,23,00,206415,2024-02-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,20,00,206419,2024-03-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206420,2024-03-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203359,2024-03-13,2024-07-26,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203360,2024-03-04,2024-07-26,Surabaya Factory (SF)
SF,04,03,08,16,29,00,203358,2024-03-04,2024-07-26,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206422,2013-05-29,2026-08-01,Surabaya Factory (SF)
LCI,02,01,05,08,00,00,100265,2024-03-04,2024-05-31,Surabaya Office (SO)
SF,04,03,08,12,15,00,206421,2024-03-18,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206427,2024-03-22,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207190,2024-03-19,,Bali Factory (BF)
SF,04,03,08,18,06,00,206426,2024-03-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206429,2024-03-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206430,2024-03-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206431,2024-03-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206432,2024-03-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206436,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206434,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206435,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206433,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206437,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206428,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206438,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206439,2024-03-30,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207191,2024-03-20,2025-01-25,Bali Factory (BF)
SF,04,04,08,32,36,00,207192,2026-07-20,,Bali Factory (BF)
SF,04,04,08,32,36,00,207193,2024-03-21,2024-05-23,Bali Factory (BF)
SF,04,04,08,32,36,00,207194,2019-05-22,,Bali Factory (BF)
SF,04,03,08,19,07,00,206440,2024-04-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206443,2024-04-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206441,2024-04-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206442,2024-04-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206444,2024-04-03,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,31,34,00,207195,2024-04-24,,Bali Factory (BF)
SF,04,04,08,32,36,00,207196,2024-04-25,2025-09-18,Bali Factory (BF)
SF,04,04,08,32,35,00,207197,2024-04-30,2024-05-23,Bali Factory (BF)
SF,04,04,08,33,00,00,207198,2024-04-30,,Bali Factory (BF)
SF,04,04,08,31,34,00,207199,2024-04-30,,Bali Factory (BF)
SF,04,04,08,32,36,00,207200,2024-05-02,2024-12-17,Bali Factory (BF)
LCI,03,01,05,06,00,00,100266,2024-04-22,2025-01-17,Surabaya Office (SO)
LCI,03,03,05,25,00,00,100267,2024-04-22,2026-02-20,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207201,2025-01-07,2025-01-24,Bali Factory (BF)
SF,04,04,08,33,00,00,207202,2024-05-04,2024-05-25,Bali Factory (BF)
SF,04,04,08,33,00,00,207203,2024-05-04,2024-10-24,Bali Factory (BF)
SF,04,04,08,32,36,00,207204,2024-05-04,2026-05-29,Bali Factory (BF)
SF,04,04,08,32,36,00,207205,2024-05-29,,Bali Factory (BF)
SF,04,03,08,24,26,00,206425,2024-05-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206423,2024-05-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206447,2024-05-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206448,2024-05-31,,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207207,2024-06-04,2025-12-13,Bali Factory (BF)
SF,04,03,08,24,25,00,206450,2024-05-03,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,16,00,206445,2024-05-15,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,16,00,206446,2024-02-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206451,2024-05-10,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,21,10,00,206452,2024-05-10,2026-08-01,Surabaya Factory (SF)
LCI,03,04,05,27,00,00,100268,2024-06-10,2024-09-09,Bali Factory (BF)
LCI,03,02,03,06,00,00,100269,2024-06-03,2024-11-01,Bali Office (BO)
SF,04,03,08,24,24,00,206454,2024-05-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206453,2024-06-04,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207206,2024-06-03,2026-05-04,Bali Factory (BF)
SF,04,04,08,32,36,00,207208,2024-06-26,2025-09-24,Bali Factory (BF)
SF,04,04,08,32,37,00,207209,2024-06-29,2024-09-18,Bali Factory (BF)
SF,04,04,08,32,35,00,207210,2024-07-01,2025-12-13,Bali Factory (BF)
SF,04,03,08,12,16,00,206456,2024-06-28,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,36,44,00,206457,2024-06-23,,Bali Factory (BF)
SF,04,03,08,15,22,00,206455,2024-06-21,,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207211,2024-07-17,2024-09-18,Bali Factory (BF)
SF,04,04,08,32,36,00,207212,2024-07-17,,Bali Factory (BF)
SF,04,04,08,33,00,00,207213,2024-07-24,,Bali Factory (BF)
SF,04,04,08,32,35,00,207214,2024-07-29,,Bali Factory (BF)
SF,04,04,08,32,35,00,207215,2024-08-01,2025-09-24,Bali Factory (BF)
SF,04,04,08,32,35,00,207216,2024-08-01,2026-01-10,Bali Factory (BF)
SF,04,04,08,39,51,00,207218,2024-08-15,,Bali Factory (BF)
SF,04,04,08,32,35,00,207219,2024-08-16,2024-11-04,Bali Factory (BF)
LCI,01,04,05,45,00,00,100270,2024-08-26,,Bali Factory (BF)
SF,04,04,08,33,00,00,207221,2024-08-27,2024-08-31,Bali Factory (BF)
SF,04,04,08,33,00,00,207222,2024-08-27,2024-08-31,Bali Factory (BF)
LCI,03,04,05,27,00,00,100271,2024-08-27,,Bali Factory (BF)
SF,04,04,08,28,31,00,207224,2024-08-29,2024-12-19,Bali Factory (BF)
SF,04,03,08,12,18,00,206458,2024-08-23,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206460,2024-09-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206464,2024-09-10,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,25,00,206459,2024-09-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206466,2024-09-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206468,2024-09-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206467,2024-09-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206462,2024-09-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206461,2024-09-20,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206465,2024-09-20,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206470,2024-09-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206463,2024-09-27,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,36,00,207225,2024-10-19,2024-10-29,Bali Factory (BF)
SF,04,03,08,12,15,00,206471,2024-10-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206469,2024-10-01,2026-08-01,Surabaya Factory (SF)
LCI,03,04,05,44,00,00,100272,2024-11-01,2025-05-09,Bali Factory (BF)
SF,04,04,08,32,35,00,207226,2024-11-06,2024-12-17,Bali Factory (BF)
SF,04,03,08,19,07,00,206472,2024-11-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206473,2024-11-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206474,2024-11-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206475,2024-11-09,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,32,35,00,207227,2025-01-07,2025-01-24,Bali Factory (BF)
SF,04,04,08,36,44,00,206476,2024-11-14,,Bali Factory (BF)
LCI,03,04,05,37,00,00,100273,2024-11-05,2025-12-05,Bali Factory (BF)
SF,04,03,08,19,07,00,206477,2024-11-16,2026-08-01,Surabaya Factory (SF)
SF,04,03,00,19,07,00,206478,2024-11-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,00,12,15,00,206479,2024-12-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206480,2024-12-06,2026-08-01,Surabaya Factory (SF)
LCI,03,03,05,24,00,00,100274,2025-01-21,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206481,2025-04-14,2026-08-01,Surabaya Factory (SF)
LCI,01,01,05,06,00,00,100276,2025-04-28,2026-01-30,Surabaya Office (SO)
SF,03,03,08,25,27,00,206482,2025-05-05,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206483,2025-05-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206484,2025-05-13,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206485,2025-05-13,2026-08-01,Surabaya Factory (SF)
LCI,01,01,05,06,00,00,100277,2025-05-13,,Surabaya Office (SO)
LCI,01,01,05,06,00,00,100278,2025-05-16,,Surabaya Office (SO)
SF,04,03,00,16,29,00,206486,2025-05-17,2026-08-01,Surabaya Factory (SF)
SF,03,03,08,16,29,00,206487,2025-05-18,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206488,2025-05-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206489,2025-06-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206490,2025-06-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206491,2025-06-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206492,2025-06-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206505,2025-06-14,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206502,2025-06-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206499,2025-06-10,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206500,2025-06-10,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206493,2025-06-10,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206494,2025-06-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206495,2025-06-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206496,2025-06-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206497,2025-06-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206498,2025-06-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206501,2025-06-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206503,2025-06-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206507,2025-06-16,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206508,2025-06-16,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206509,2025-06-16,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206510,2025-06-16,,Surabaya Factory (SF)
SF,04,03,08,26,00,00,206514,2025-06-12,,Surabaya Factory (SF)
SF,03,03,08,18,06,00,206515,2025-06-12,,Surabaya Factory (SF)
SF,04,04,08,31,34,00,206516,2026-04-06,,Bali Factory (BF)
SF,03,03,08,18,06,00,206517,2025-06-12,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206506,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206504,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206511,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206512,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,15,23,00,206513,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206449,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206424,2025-06-26,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206528,2025-07-08,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206533,2025-07-07,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206534,2025-07-07,2026-08-01,Surabaya Factory (SF)
LCI,03,03,05,23,00,00,100280,2025-07-09,2025-07-31,Surabaya Factory (SF)
LCI,01,03,05,43,00,00,100279,2025-06-25,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206541,2025-07-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206540,2025-07-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206532,2025-07-12,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206518,2025-07-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206525,2025-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206519,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206521,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206520,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206522,2025-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206523,2025-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206524,2025-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206526,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206527,2025-06-30,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206529,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206530,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206531,2025-06-30,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206535,2025-07-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206544,2025-07-14,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206545,2025-07-14,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206536,2025-07-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206537,2025-07-11,,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206538,2025-07-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,25,27,00,206539,2025-07-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206547,2025-07-15,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206548,2025-07-17,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206549,2025-07-17,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206550,2025-07-17,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206551,2025-07-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206552,2025-07-18,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206553,2025-07-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206554,2025-07-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206546,2025-07-19,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206543,2025-07-16,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206555,2025-07-19,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,31,34,00,207228,2025-07-24,,Bali Factory (BF)
LCI,03,03,05,13,00,00,100281,2025-07-21,2025-07-31,Surabaya Factory (SF)
SF,04,04,08,18,06,00,206572,2026-04-06,2026-06-22,Bali Factory (BF)
SF,04,03,08,26,00,00,206579,2026-07-03,,Surabaya Factory (SF)
SF,03,03,08,18,06,00,206580,2025-07-21,2026-08-31,Surabaya Factory (SF)
SF,03,03,08,18,06,00,206581,2025-07-21,,Surabaya Factory (SF)
SF,03,03,08,18,06,00,206582,2025-07-21,,Surabaya Factory (SF)
SF,03,03,08,18,06,00,206570,2025-07-21,,Surabaya Factory (SF)
SF,04,04,08,31,34,00,206571,2026-04-06,,Bali Factory (BF)
SF,04,04,08,31,34,00,206573,2026-04-06,,Bali Factory (BF)
SF,04,03,08,18,06,00,206584,2025-07-28,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206567,2025-07-30,,Surabaya Factory (SF)
SF,04,03,00,20,00,00,206601,2025-08-05,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206591,2025-08-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206592,2025-08-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,00,23,21,00,206593,2025-08-04,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206590,2025-08-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206586,2025-07-31,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206585,2025-07-31,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206578,2025-08-09,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206583,2025-08-09,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,206575,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206574,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206576,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206577,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,206587,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206588,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206589,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206560,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206569,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206558,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206557,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206556,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206559,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206562,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206563,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206564,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206565,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206566,2025-08-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206561,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206568,2025-08-11,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206603,2025-08-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206605,2025-08-12,,Surabaya Factory (SF)
SF,04,04,08,31,34,00,207229,2025-08-18,2025-08-21,Bali Factory (BF)
LCI,01,03,05,11,00,00,100282,2025-08-11,,Surabaya Factory (SF)
LCI,01,03,05,11,00,00,100283,2025-08-18,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206609,2025-08-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206608,2025-08-18,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206607,2025-08-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206606,2025-08-18,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206610,2025-08-18,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206612,2025-08-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206613,2025-08-18,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206614,2025-08-18,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206630,2025-08-26,2026-08-01,Surabaya Factory (SF)
LCI,03,03,05,13,00,00,100284,2025-09-02,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206648,2025-09-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206647,2025-09-02,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206646,2025-09-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206645,2025-09-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206644,2025-09-01,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,206643,2025-09-01,2026-08-01,Surabaya Factory (SF)
