kd_gol_kary,kd_sts_kary,kd_lok_krj,kd_jabatan,kd_divisi,kd_divisi_bag,kd_divisi_sub_bag,PIN,tgl_msk,tgl_klr,Lokasi_Kerja_Asli
LCI,01,01,04,42,00,00,100182,2012-09-24,,Surabaya Office (SO)
LCI,01,01,05,04,00,00,100208,2014-09-08,,Surabaya Office (SO)
SF,01,03,08,25,27,00,201011,2001-06-10,2025-07-11,Surabaya Factory (SF)
LCI,01,01,02,02,00,00,100020,1993-11-11,,Surabaya Office (SO)
LCI,01,03,04,11,00,00,100077,1996-08-26,2026-02-28,Surabaya Factory (SF)
LCI,01,01,05,02,00,00,100095,1997-04-29,,Surabaya Office (SO)
LCI,01,03,06,11,00,00,100110,1995-05-16,2019-11-12,Surabaya Factory (SF)
LCI,01,01,05,03,00,00,100203,2014-06-23,,Surabaya Office (SO)
LCI,01,01,05,02,01,00,100132,2001-07-10,2025-07-07,Surabaya Office (SO)
LCI,01,03,03,14,00,00,100136,2002-09-23,2025-04-20,Surabaya Factory (SF)
LCI,01,01,03,05,20,00,100151,2006-02-15,,Surabaya Office (SO)
LCI,01,03,05,15,00,00,100153,2002-05-10,2023-11-25,Surabaya Factory (SF)
LCI,01,01,04,03,00,00,100169,2009-10-27,,Surabaya Office (SO)
LCI,01,03,04,24,00,00,100172,2010-07-06,2025-07-09,Surabaya Factory (SF)
LCI,01,01,05,42,00,00,100175,2010-07-26,,Surabaya Office (SO)
LCI,01,01,05,02,01,00,100180,2012-02-02,2021-08-20,Surabaya Office (SO)
LCI,01,03,05,15,00,00,100181,2012-09-21,2025-06-18,Surabaya Factory (SF)
LCI,01,01,04,07,00,00,100183,2012-10-17,,Surabaya Office (SO)
LCI,01,01,04,03,00,00,100186,2013-09-16,,Surabaya Office (SO)
LCI,01,01,05,03,00,00,100188,2013-09-17,,Surabaya Office (SO)
LCI,01,04,03,11,00,00,100189,2013-10-01,,Bali Factory (BF)
LCI,01,03,05,14,00,00,100190,2013-10-07,2017-10-20,Surabaya Factory (SF)
LCI,01,01,05,06,00,00,100192,2013-10-21,2023-12-01,Surabaya Office (SO)
LCI,01,03,05,16,00,00,100195,2013-10-21,,Surabaya Factory (SF)
LCI,01,03,05,11,00,00,100196,2014-03-21,,Surabaya Factory (SF)
LCI,01,01,05,06,00,00,100197,2014-04-01,,Surabaya Office (SO)
LCI,01,02,04,06,00,00,100198,2014-04-01,,Bali Office (BO)
LCI,01,01,04,06,00,00,100199,2014-04-01,,Surabaya Office (SO)
LCI,01,03,05,15,00,00,100209,2014-12-03,,Surabaya Factory (SF)
LCI,01,01,05,05,20,00,100210,2014-12-15,2017-08-25,Surabaya Office (SO)
LCI,01,01,05,06,00,00,100211,2015-02-02,2023-12-20,Surabaya Office (SO)
LCI,01,01,05,05,20,00,100212,2015-03-23,2018-01-26,Surabaya Office (SO)
LCI,01,01,05,06,00,00,100219,2015-05-04,,Surabaya Office (SO)
LCI,01,01,05,02,00,00,100217,2015-04-13,2018-05-25,Surabaya Office (SO)
LCI,01,03,05,13,00,00,100220,2015-06-22,2017-10-11,Surabaya Factory (SF)
LCI,00,00,00,00,00,00,100222,2015-09-07,2016-12-21,00
LCI,01,01,04,04,00,00,100223,2016-01-22,,Surabaya Office (SO)
LCI,01,01,05,03,00,00,100224,2016-03-16,2024-12-28,Surabaya Office (SO)
SF,01,01,08,02,02,00,202002,1997-04-17,2025-05-20,Surabaya Office (SO)
LCI,01,01,05,07,00,00,100218,2015-05-04,,Surabaya Office (SO)
SF,01,01,08,02,03,00,202233,2009-03-23,,Surabaya Office (SO)
SF,01,01,08,02,02,00,202006,1998-06-25,,Surabaya Office (SO)
LCI,01,03,05,13,00,00,100202,2014-06-02,2018-10-20,Surabaya Factory (SF)
LCI,01,01,05,02,04,00,100150,2005-09-14,,Surabaya Office (SO)
SF,01,03,08,25,27,00,201012,2004-09-06,2025-07-11,Surabaya Factory (SF)
SF,01,01,08,02,02,00,202556,2014-01-16,,Surabaya Office (SO)
SF,01,01,08,02,02,00,202066,1995-12-25,2023-10-31,Surabaya Office (SO)
SF,01,01,08,02,02,00,202003,2011-05-27,,Surabaya Office (SO)
LCI,00,00,00,00,00,00,100185,2013-05-13,2017-03-21,00
LCI,01,01,02,03,00,00,100213,2014-01-02,2020-09-01,Surabaya Office (SO)
LCI,00,00,00,00,00,00,100207,,2017-01-06,00
LCI,01,03,05,16,00,00,100144,1994-11-01,2024-07-31,Surabaya Factory (SF)
SF,01,03,07,25,27,00,201003,1995-05-16,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201008,1998-09-21,2025-07-11,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201009,1999-12-13,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201013,2004-09-06,2020-03-19,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201015,2010-11-01,2025-07-11,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201016,2010-11-01,2025-07-11,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202008,1995-06-01,2023-10-20,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202015,1995-06-17,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202069,1997-01-15,,Surabaya Factory (SF)
SF,01,03,08,17,00,00,202098,1997-01-15,,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206005,2017-02-08,,Surabaya Factory (SF)
SF,04,03,08,23,20,00,206009,2013-03-04,,Surabaya Factory (SF)
SF,01,03,08,15,23,00,202100,1996-09-16,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,22,14,00,202113,1997-01-11,,Surabaya Factory (SF)
SF,01,03,08,22,14,00,202138,2000-06-06,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202139,2000-04-17,,Surabaya Factory (SF)
SF,01,03,07,18,06,00,202140,2000-07-15,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202141,2000-10-05,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202145,2001-02-13,2018-03-24,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202146,2000-04-17,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202147,2000-10-02,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202148,2000-11-28,,Surabaya Factory (SF)
SF,01,03,07,12,15,00,202149,2000-11-09,,Surabaya Factory (SF)
SF,01,03,08,16,29,00,202152,2001-04-02,2025-10-20,Surabaya Factory (SF)
SF,01,03,07,24,26,00,202155,2000-10-24,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202156,2001-05-28,,Surabaya Factory (SF)
SF,01,03,07,24,26,00,202157,2001-06-01,,Surabaya Factory (SF)
LCI,01,03,05,24,26,00,100249,2001-06-15,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202163,2001-06-21,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202165,2001-09-04,,Surabaya Factory (SF)
SF,01,03,08,25,28,00,202166,2001-10-08,,Surabaya Factory (SF)
SF,01,03,07,18,06,00,202168,2001-06-08,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202169,2001-06-09,,Surabaya Factory (SF)
SF,01,03,07,12,17,00,202171,2001-07-12,2021-07-30,Surabaya Factory (SF)
SF,01,03,08,23,19,00,202172,2001-11-06,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202173,2001-04-02,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202174,2001-07-14,,Surabaya Factory (SF)
SF,01,03,08,12,16,00,202175,2001-07-27,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202176,2001-07-27,,Surabaya Factory (SF)
SF,01,03,07,12,16,00,202177,2001-08-21,,Surabaya Factory (SF)
SF,01,03,08,18,05,00,202180,2001-06-08,,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202181,2001-06-08,,Surabaya Factory (SF)
LCI,01,03,05,19,08,00,100250,2001-07-14,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202183,2002-09-23,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202184,2002-09-23,2025-05-20,Surabaya Factory (SF)
SF,01,03,07,23,20,00,202185,2002-09-23,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202186,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202187,2002-10-14,,Surabaya Factory (SF)
SF,01,03,07,23,21,00,202188,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,15,23,00,202189,2003-03-10,2024-01-06,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202190,2003-05-26,,Surabaya Factory (SF)
LCI,01,03,05,23,19,00,100236,2003-05-26,2025-06-23,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202192,2003-05-26,,Surabaya Factory (SF)
SF,01,03,08,17,00,00,202193,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202194,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202195,2004-01-12,2025-07-02,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202196,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202197,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202199,2001-06-09,,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202201,2001-10-16,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202202,2001-11-06,2025-07-03,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202203,2002-09-23,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202204,2002-09-23,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202205,2002-09-23,2025-07-14,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202206,2002-09-23,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202207,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202208,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,17,00,00,202209,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202210,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202211,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202212,2002-10-14,,Surabaya Factory (SF)
SF,01,03,08,15,23,00,202213,2003-03-10,,Surabaya Factory (SF)
SF,01,03,08,24,24,00,202214,2003-05-26,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202215,2003-05-26,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202216,2003-05-26,2025-07-01,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202217,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,24,24,00,202218,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202219,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202220,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,24,24,00,202221,2003-09-01,,Surabaya Factory (SF)
SF,01,03,07,18,06,00,202223,2003-09-01,,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202224,2003-12-13,,Surabaya Factory (SF)
SF,01,03,08,18,05,00,202226,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202227,2004-01-12,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,17,00,00,202228,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202229,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202230,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202231,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202232,2004-01-12,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202235,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,18,05,00,202236,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202237,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202238,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,22,13,00,202239,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202240,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202241,2005-05-25,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202242,2005-05-25,2019-08-28,Surabaya Factory (SF)
SF,01,03,08,22,14,00,202244,2005-05-25,,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202245,2005-05-25,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202248,2005-05-25,2025-06-26,Surabaya Factory (SF)
SF,01,03,08,12,17,00,202249,2005-05-25,,Surabaya Factory (SF)
LCI,01,03,05,15,00,00,100275,2005-06-06,2025-06-18,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202251,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202252,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202253,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202254,2005-06-13,2025-07-12,Surabaya Factory (SF)
SF,01,03,08,16,29,00,202255,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202256,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,12,17,00,202259,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202261,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201262,2005-06-27,2020-06-11,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202263,2005-07-11,,Surabaya Factory (SF)
SF,01,03,08,26,00,00,202264,2006-03-04,,Surabaya Factory (SF)
SF,01,03,07,12,18,00,202265,2006-07-24,2022-08-27,Surabaya Factory (SF)
SF,01,03,08,22,13,00,202267,2004-09-06,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202268,2005-07-11,,Surabaya Factory (SF)
SF,01,03,08,18,06,00,202269,2005-11-28,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202270,2005-12-05,,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202271,2005-05-25,,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202272,2005-06-13,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202273,2006-07-24,,Surabaya Factory (SF)
SF,01,03,08,18,05,00,202274,2006-07-31,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202275,2007-08-06,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202276,2007-08-06,2025-05-20,Surabaya Factory (SF)
SF,01,03,08,17,00,00,202277,2008-02-25,,Surabaya Factory (SF)
SF,01,03,08,12,15,00,202278,2008-02-25,2021-07-30,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202279,2008-02-25,,Surabaya Factory (SF)
SF,01,03,08,12,18,00,202280,2008-02-25,,Surabaya Factory (SF)
SF,01,03,08,19,07,00,202281,2009-10-21,,Surabaya Factory (SF)
SF,01,03,08,19,08,00,202282,2009-10-21,,Surabaya Factory (SF)
SF,01,03,08,22,13,00,202286,2009-10-21,,Surabaya Factory (SF)
SF,03,03,08,23,21,00,203302,2009-10-21,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202283,2009-10-21,,Surabaya Factory (SF)
SF,03,03,08,23,21,00,203305,2009-10-21,2021-05-10,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202284,2009-10-24,,Surabaya Factory (SF)
SF,01,03,08,12,16,00,202285,2010-07-26,2017-10-21,Surabaya Factory (SF)
SF,01,03,08,18,05,00,202287,2010-07-26,,Surabaya Factory (SF)
SF,01,03,07,19,08,00,202288,2010-07-26,,Surabaya Factory (SF)
SF,03,03,08,23,21,00,203338,2010-08-27,,Surabaya Factory (SF)
SF,03,03,08,24,24,00,203342,2010-11-01,2023-09-29,Surabaya Factory (SF)
SF,03,03,08,26,00,00,203343,2010-11-01,,Surabaya Factory (SF)
SF,03,03,08,23,21,00,203344,2010-11-06,,Surabaya Factory (SF)
SF,03,03,08,12,15,00,203354,2013-03-01,2024-08-28,Surabaya Factory (SF)
SF,04,03,08,24,25,00,206328,2014-06-26,2020-02-24,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206280,2014-03-13,2021-04-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206275,2014-03-10,,Surabaya Factory (SF)
SF,04,03,08,12,16,00,206274,2014-03-10,2023-09-23,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206237,2014-02-05,,Surabaya Factory (SF)
SF,01,03,08,23,21,00,202247,2005-05-25,,Surabaya Factory (SF)
SF,01,03,08,15,23,00,202225,2003-12-13,2020-12-17,Surabaya Factory (SF)
SF,04,03,08,12,15,00,206273,2014-03-06,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206038,2013-03-07,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206001,2013-03-01,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206002,2013-03-13,,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206004,2013-03-01,2019-07-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,206003,2013-03-01,,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206148,2013-09-12,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206037,2013-03-07,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,25,28,00,206039,2013-03-07,2025-03-11,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206123,2013-05-09,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206124,2013-05-29,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,24,26,00,206130,2013-06-17,2026-08-01,Surabaya Factory (SF)
SF,04,04,08,24,25,00,206137,2013-08-21,2018-09-26,Bali Factory (BF)
SF,04,03,08,12,18,00,206138,2013-09-09,2021-04-01,Surabaya Factory (SF)
SF,04,03,08,23,19,00,206144,2013-09-09,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,16,29,00,206145,2013-09-10,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206157,2013-09-23,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206158,2013-09-27,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206159,2013-09-27,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,206189,2013-10-01,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,206197,2013-10-01,2019-06-01,Surabaya Factory (SF)
SF,04,03,08,24,25,00,206230,2013-11-22,2020-08-12,Surabaya Factory (SF)
SF,01,03,08,25,27,00,201014,2004-09-06,2025-05-20,Surabaya Factory (SF)
LCI,01,03,05,11,00,00,100204,1997-01-02,,Surabaya Factory (SF)
LCI,01,03,05,12,00,00,100205,2001-07-12,,Surabaya Factory (SF)
LCI,01,04,02,10,00,00,100214,1985-02-08,2021-10-31,Bali Factory (BF)
LCI,01,03,05,12,18,00,100225,2000-04-03,2023-11-23,Surabaya Factory (SF)
LCI,01,03,05,11,00,00,100206,2001-09-04,2025-06-18,Surabaya Factory (SF)
LCI,01,03,05,23,21,00,100216,2001-11-07,,Surabaya Factory (SF)
LCI,01,03,05,13,00,00,100215,1997-01-15,2017-08-20,Surabaya Factory (SF)
SF,01,03,08,24,26,00,202243,2005-05-25,2019-11-14,Surabaya Factory (SF)
SF,04,03,08,12,17,00,206390,2016-05-19,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216001,2016-03-14,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216002,2016-03-30,2020-11-02,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216003,2016-03-21,2020-08-03,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216005,2016-03-21,2021-04-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216006,2016-03-21,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,216009,2016-03-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216013,2016-03-24,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216014,2016-03-24,2018-12-07,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216019,2016-03-25,2021-04-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216021,2016-03-28,2020-06-10,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216025,2016-03-28,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216026,2016-03-29,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216032,2016-03-29,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216040,2016-03-31,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216044,2016-04-04,2023-07-04,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216045,2016-04-04,2020-02-10,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216046,2016-04-04,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216054,2016-04-04,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,216057,2016-04-04,2020-12-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216058,2016-04-05,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216059,2016-04-05,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216061,2016-04-05,2021-01-05,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216062,2016-04-06,,Surabaya Factory (SF)
SF,04,03,08,23,19,00,216063,2016-04-06,,Surabaya Factory (SF)
SF,04,03,08,12,15,00,216071,2016-04-11,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216084,2016-04-19,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216085,2016-04-19,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216089,2016-04-21,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216117,2016-05-02,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216123,2016-05-04,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216125,2016-05-09,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216144,2016-05-31,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216166,2016-06-13,2019-08-02,Surabaya Factory (SF)
SF,04,04,08,27,30,00,207001,,2022-08-29,Bali Factory (BF)
SF,04,04,08,34,39,00,207002,2014-11-05,2022-12-21,Bali Factory (BF)
LCI,03,03,04,02,00,00,100226,2017-02-13,2017-08-12,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216183,2017-03-23,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216154,2017-03-21,2021-03-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216151,2017-03-21,2020-02-10,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216124,2017-03-27,2021-04-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216121,2017-03-22,2021-01-05,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216119,2017-03-23,,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216099,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216096,2017-03-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216086,2017-03-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216083,2017-03-13,2020-08-03,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216082,2017-03-21,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216076,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216074,2017-03-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,18,05,00,216070,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216068,2017-03-21,2021-01-06,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216053,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216050,2017-03-21,2020-11-02,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216049,2017-03-21,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216047,2017-03-21,2020-12-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216041,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216039,2017-03-23,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216036,2019-04-02,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216033,2017-03-22,2020-08-03,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216028,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216027,2017-03-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216017,2017-03-22,2020-02-04,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216016,2017-03-21,2020-11-02,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216015,2017-03-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216012,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216010,2017-03-21,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216004,2017-03-21,2020-09-01,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216038,2017-03-22,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216188,2017-04-07,,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216187,2017-04-07,2020-09-01,Surabaya Factory (SF)
SF,04,03,08,19,07,00,216186,2017-03-31,2020-02-10,Surabaya Factory (SF)
SF,04,03,08,24,26,00,216185,2017-03-31,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216184,2017-03-25,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216179,2017-04-08,2017-09-11,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216173,2017-04-08,2020-07-20,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216170,2017-04-07,2019-08-02,Surabaya Factory (SF)
SF,04,03,08,18,06,00,216142,2017-03-24,,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216139,2017-03-25,2026-08-31,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216114,2017-03-24,2017-10-07,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216112,2017-03-24,2019-05-31,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216108,2017-04-05,2020-08-03,Surabaya Factory (SF)
SF,04,03,08,17,00,00,216107,2017-04-08,2017-07-13,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216106,2017-04-08,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216104,2017-03-25,2019-08-02,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216102,2017-03-24,2021-01-06,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216101,2017-03-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216100,2017-03-24,,Surabaya Factory (SF)
SF,04,03,08,23,21,00,216098,2026-06-22,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216097,2017-03-31,,Surabaya Factory (SF)
SF,04,03,08,19,09,00,216094,2017-04-07,2020-08-03,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216093,2017-04-05,2017-09-11,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216092,2017-04-06,2019-08-02,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216091,2017-03-25,2019-05-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216088,2017-04-05,2020-01-13,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216087,2017-03-24,2021-01-05,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216080,2017-04-05,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216079,2017-03-25,,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216073,2017-03-24,,Surabaya Factory (SF)
SF,04,03,08,24,26,00,216056,2017-03-30,2020-12-01,Surabaya Factory (SF)
SF,04,03,08,19,08,00,216052,2017-03-25,2026-08-01,Surabaya Factory (SF)
SF,04,03,08,12,18,00,216043,2017-03-25,2018-12-14,Surabaya Factory (SF)
